Table,Classification,ID,ZH,VN,TH
tower_twogroup.xlsx,desc2,1265,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1266,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1267,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1268,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1269,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1270,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1271,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1272,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1273,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1274,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1275,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1276,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1277,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1278,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1279,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1280,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตรวมกันไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1281,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1282,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1283,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1284,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1285,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1286,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1287,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1288,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1289,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1290,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1291,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1292,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1293,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1294,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1295,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1296,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1297,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1298,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1299,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1300,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1301,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1302,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1303,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1304,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1305,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1306,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1307,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1308,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1309,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตรวมกันไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1310,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1311,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1312,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1313,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1314,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1315,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1316,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1317,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1318,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1319,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1320,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1321,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1322,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1323,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตรวมกันไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1324,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1325,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1326,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1327,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1328,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1329,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1330,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1331,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1332,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1333,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1334,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตรวมกันไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1335,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1336,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1337,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1338,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1339,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1340,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1341,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1342,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1343,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1344,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1345,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1346,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1347,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1348,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1349,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1350,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1351,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1352,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1353,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1354,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1355,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1356,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1357,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1358,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1359,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1360,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1361,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1362,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1363,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1364,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1365,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1366,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1367,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1368,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1369,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1370,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตรวมไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1371,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1372,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1373,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1374,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1375,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1376,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1377,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1378,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1379,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1380,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1381,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1382,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1383,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1384,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1385,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1386,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1387,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1388,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1389,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1390,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตรวมกันไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1391,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1392,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1393,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1394,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1395,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1396,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีจำนวนแม่ทัพที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1397,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 คน
tower_twogroup.xlsx,desc2,1398,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
tower_twogroup.xlsx,desc2,1399,两支队伍总阵亡武将不超过2个,"2 đội thắng, số Tướng tử vong không quá 2",ทั้งสองทีมมีนายพลที่เสียชีวิตไม่เกิน 2 นาย
